37.1,-0.0826
37.15,-0.082
37.2,-0.0814
37.25,-0.081
37.3,-0.0808
37.35,-0.0808
37.4,-0.0809
37.45,-0.0812
37.5,-0.0817
37.55,-0.0822
37.6,-0.0828
37.65,-0.0833
37.7,-0.0838
37.75,-0.0843
37.8,-0.0849
37.85,-0.0854
37.9,-0.0859
37.95,-0.0863
38,-0.0868
38.05,-0.0872
38.1,-0.0876
38.15,-0.0879
38.2,-0.0882
38.25,-0.0884
38.3,-0.0886
38.35,-0.0889
38.4,-0.089
38.45,-0.0891
38.5,-0.0892
38.55,-0.0894
38.6,-0.0894
38.65,-0.0892
38.7,-0.0891
38.75,-0.0891
38.8,-0.089
38.85,-0.0889
38.9,-0.0888
38.95,-0.0886
39,-0.0885
39.05,-0.0884
39.1,-0.0883
39.15,-0.0883
39.2,-0.0883
39.25,-0.0882
39.3,-0.0882
39.35,-0.0882
39.4,-0.0882
39.45,-0.088
39.5,-0.088
39.55,-0.088
39.6,-0.088
39.65,-0.0879
39.7,-0.0878
39.75,-0.0878
39.8,-0.0877
39.85,-0.0876
39.9,-0.0874
39.95,-0.0873
40,-0.0872
40.05,-0.0871
40.1,-0.0868
40.15,-0.0867
40.2,-0.0866
40.25,-0.0863
40.3,-0.0862
40.35,-0.086
40.4,-0.0857
40.45,-0.0856
40.5,-0.0854
40.55,-0.0852
40.6,-0.0851
40.65,-0.0851
40.7,-0.0851
40.75,-0.0851
40.8,-0.0852
40.85,-0.0854
40.9,-0.0856
40.95,-0.0857
41,-0.0859
41.05,-0.0859
41.1,-0.0859
41.15,-0.0859
41.2,-0.0859
41.25,-0.0859
41.3,-0.0857
41.35,-0.0857
41.4,-0.0856
41.45,-0.0856
41.5,-0.0855
41.55,-0.0855
41.6,-0.0855
41.65,-0.0855
41.7,-0.0856
41.75,-0.0856
41.8,-0.0856
41.85,-0.0856
41.9,-0.0856
41.95,-0.0856
42,-0.0856
42.05,-0.0855
42.1,-0.0855
42.15,-0.0855
42.2,-0.0856
42.25,-0.0856
42.3,-0.0856
42.35,-0.0856
42.4,-0.0856
42.45,-0.0856
42.5,-0.0856
42.55,-0.0856
42.6,-0.0856
42.65,-0.0856
42.7,-0.0856
42.75,-0.0856
42.8,-0.0856
42.85,-0.0856
42.9,-0.0856
42.95,-0.0856
43,-0.0856
43.05,-0.0856
43.1,-0.0856
43.15,-0.0856
43.2,-0.0856
43.25,-0.0856
43.3,-0.0856
43.35,-0.0856
43.4,-0.0856
43.45,-0.0856
43.5,-0.0856
43.55,-0.0856
43.6,-0.0856
43.65,-0.0856
43.7,-0.0856
43.75,-0.0856
43.8,-0.0856
43.85,-0.0856
43.9,-0.0856
43.95,-0.0856
